Gene,C3,C5,C7,T3,T4,T5
Dus4l,124,80,106,96,97,34
Cog5,801,522,590,679,716,151
Gpr22,26,19,19,27,15,6
Hbp1,1793,1144,1333,1887,2068,612
Prkar2b,134,162,114,81,157,53
Pik3cg,324,223,217,239,267,54
Ccdc71l,5762,3850,5282,3810,4060,2881
Gm40376,0,2,0,3,4,1
Nampt,3296,2243,3466,3085,2860,1301
Gdap10,77,52,60,101,81,15
4933406C10Rik,62,26,40,56,56,17
Sypl,6228,3723,4926,5404,5461,2231
Cdhr3,2,2,0,0,3,0
F730043M19Rik,11,5,13,8,11,0
Atxn7l1,545,503,466,508,574,193
Atxn7l1os2,6,2,2,4,1,0
Efcab10,2,0,0,0,1,3
Twistnb,453,266,323,337,304,142
Ferd3l,0,0,0,0,0,0
Twist1,74,68,62,53,72,78
Hdac9,183,96,171,185,133,51
Prps1l1,3,4,2,1,7,1
Snx13,3116,1949,2488,2848,3049,769
Mir680-3,0,0,0,0,0,0
Ahr,851,493,641,705,908,241
9130015A21Rik,1,0,1,0,1,1
Agr3,2,2,8,17,10,10
Agr2,27849,15621,21687,21329,18525,14969
Tspan13,4367,2702,3361,3685,3454,1775
Gm5434,0,0,0,0,0,0
Bzw2,1742,1061,1490,1235,1423,802
Ankmy2,936,583,656,737,713,262
Lrrc72,0,0,0,0,0,0
Sostdc1,25,25,17,8,25,10
Crppa,76,47,64,73,85,31
Mir5099,0,0,0,0,0,0
Gm29007,0,0,0,1,0,0
Meox2,17,21,9,10,15,11
Agmo,97,87,87,116,100,65
Dgkb,28,24,28,24,17,5
4930428E07Rik,0,0,0,0,0,0
Etv1,194,135,167,182,223,62
Arl4a,1612,946,1340,1211,1116,824
Arl4aos,12,5,8,9,5,1
Scin,3523,2084,2826,2435,2445,822
Lsmem1,0,2,0,1,0,2
Ifrd1,1425,942,1211,1243,1175,359
Mir1938,1,0,2,0,2,2
Gm7008,4,4,10,7,3,1
Zfp277,483,287,334,444,424,324
Dock4,195,105,142,183,174,48
Immp2l,80,48,57,83,58,75
Lrrn3,39,13,25,20,34,16
Gm33340,0,0,0,0,0,0
Dnajb9,920,690,883,926,934,790
Mir5627,0,0,0,0,0,0
Gm2027,2,2,0,2,7,3
Pnpla8,1735,1059,1329,1511,1575,591
Nrcam,15,17,29,16,24,3
Stxbp6,1101,731,814,807,1056,250
Nova1,42,58,43,38,51,8
Gm34304,0,0,0,0,0,0
Foxg1,3,0,0,0,0,0
3110039M20Rik,0,0,0,0,0,0
1810007C17Rik,0,0,0,0,0,0
Prkd1,35,64,28,48,76,22
1700008C04Rik,0,0,0,0,0,0
G2e3,1010,660,786,894,776,203
Scfd1,1584,1060,1428,1403,1342,831
Coch,11,2,15,20,7,6
Strn3,1783,1133,1408,1525,1591,447
Ap4s1,376,251,303,331,281,178
Hectd1,5240,3191,4027,4908,4721,1121
Heatr5a,3326,2004,2838,2978,2864,1034
Dtd2,330,220,302,297,283,138
Gpr33,7,2,5,10,9,3
Nubpl,189,129,155,158,141,77
Gm35135,0,0,0,0,0,0
Arhgap5,3720,2003,2885,3599,3214,1275
1700031P21Rik,2,3,0,1,2,0
Akap6,195,94,120,155,194,39
Npas3,6,7,3,10,8,0
Egln3,1576,961,1294,1916,2238,1440
1700104L18Rik,0,1,0,0,0,0
Gm7550,0,0,0,0,0,0
Sptssa,1531,988,1206,1196,1315,772
Mir1892,0,0,0,0,0,0
Eapp,756,480,574,623,719,399
Snx6,1685,1161,1419,1500,1301,604
Cfl2,1264,808,896,965,1188,549
Baz1a,1304,954,1154,1129,1044,337
2700097O09Rik,128,78,94,105,106,38
Srp54a,159,144,195,175,195,59
Fam177a2,0,0,0,0,0,0
Fam177a,0,0,0,0,0,0
Srp54b,0,0,0,0,0,0
Srp54c,69,36,57,57,57,30
Ppp2r3c,463,288,421,438,404,211
Prorp,408,255,345,350,355,137
Psma6,2826,1852,2369,2299,2215,1722
Nfkbia,3129,1922,2370,2140,2521,1513
Aldoart2,3,0,4,2,2,1
Insm2,0,0,0,0,0,2
Ralgapa1,2064,1225,1569,1665,1765,418
Brms1l,323,237,302,289,323,77
Gm19990,0,0,0,0,1,0
Mbip,269,155,188,214,261,94
Sfta3-ps,0,0,0,0,0,0
Nkx2-1,0,0,0,0,0,0
C87198,0,0,0,0,0,0
Nkx2-9,5,6,2,1,3,2
Pax9,3,0,6,1,0,1
Slc25a21,0,2,0,1,3,0
Prps1l3,990,671,882,799,919,283
Mipol1,42,24,35,42,40,14
Foxa1,3938,2389,3226,3380,3965,1583
Ttc6,123,46,110,163,171,39
4921518K17Rik,3,1,2,3,0,0
BC042761,16,12,6,10,9,1
Sstr1,652,358,432,668,1307,596
Clec14a,663,405,539,738,958,522
Sec23a,2927,1891,2468,2556,2447,932
Gemin2,241,127,195,170,139,85
Trappc6b,994,716,852,944,926,472
Pnn,3192,2154,2842,2567,2778,705
Mia2,3536,2321,2998,3730,3619,1335
Fbxo33,838,556,631,658,780,366
Gm20063,0,0,0,0,0,0
Lrfn5,6,0,2,3,9,3
Spanxn4,0,0,0,0,0,0
Fscb,0,0,0,0,0,0
Gm527,51,37,47,63,48,21
Klhl28,175,115,146,165,183,37
Togaram1,953,622,784,800,862,285
Prpf39,1221,819,1058,1112,1256,224
Fkbp3,464,299,383,403,384,234
Fancm,250,191,160,219,199,65
Mis18bp1,411,197,334,300,251,82
Wdr20rt,1,0,0,0,0,0
Rpl10l,0,0,0,0,0,0
Mdga2,7,12,12,1,14,2
Gm31447,0,0,0,0,0,0
Rps29,5363,4187,4982,4926,4358,4848
Rn7s1,0,0,0,0,0,0
Rn7s2,0,0,0,0,0,0
Lrr1,64,39,58,38,31,38
Rpl36al,3584,2391,2984,2473,2435,2125
Mgat2,2455,1635,2060,1625,1920,1381
Dnaaf2,298,189,228,276,256,142
9330151L19Rik,180,108,162,145,175,68
Pole2,215,142,170,157,191,67
Klhdc1,54,53,50,71,64,44
Klhdc2,1004,681,758,884,954,434
Nemf,1256,837,1104,1173,1089,329
Arf6,12281,7644,10061,9268,10706,8563
5830428M24Rik,102,41,48,83,86,29
Vcpkmt,290,175,252,214,199,188
Sos2,1375,842,1114,1215,1357,382
Gm31679,4,2,1,0,1,0
L2hgdh,613,372,493,487,638,176
Dmac2l,252,177,227,197,256,109
Cdkl1,33,23,35,18,72,13
Mir681,2,0,0,0,0,0
4930512B01Rik,2,2,3,2,3,0
Map4k5,827,531,645,813,752,195
4931403G20Rik,10,13,1,9,1,1
Atl1,113,68,82,92,96,32
Gm3086,7,9,14,19,24,4
Sav1,1725,1054,1350,1395,1422,631
Nin,559,386,533,570,589,152
Abhd12b,0,0,0,0,0,0
Pygl,243,433,192,163,241,106
F730035M05Rik,0,1,0,0,1,0
Trim9,14,23,3,4,22,4
Tmx1,2171,1391,1663,1668,1696,806
Frmd6,592,507,535,508,739,250
Actr10,1513,1001,1316,1224,1202,1117
Psma3,3345,2106,2698,2609,2338,2812
3110056K07Rik,185,100,176,155,182,46
Arid4a,1255,841,1101,1330,1180,290
Tomm20l,3,0,0,1,1,0
Timm9,362,262,316,241,284,160
2700049A03Rik,364,213,252,288,315,51
Dact1,278,172,264,207,269,143
1700083H02Rik,0,0,0,0,0,0
4930404H11Rik,5,3,0,3,0,0
Daam1,2758,1901,2297,3040,3144,815
Gpr135,24,26,27,24,34,8
Gm3225,4,3,3,5,8,3
L3hypdh,61,93,37,67,98,43
Jkamp,529,292,399,383,412,179
Ccdc175,0,0,0,0,1,0
Rtn1,243,263,186,163,296,128
Lrrc9,3,1,1,5,0,2
Pcnx4,197,100,130,163,181,76
Dhrs7,996,740,816,858,895,464
Ppm1a,3548,2364,2849,3172,3539,1772
4930447C04Rik,1,5,3,3,3,0
Six6,0,0,0,0,0,0
Six1,1,4,2,0,0,0
Gm51264,0,0,0,0,0,0
Six4,13,6,3,1,3,1
Mnat1,327,231,266,281,317,220
Trmt5,218,172,194,193,214,77
Slc38a6,264,189,225,249,246,59
D830013O20Rik,0,0,0,0,0,0
Tmem30b,8650,5434,6787,7519,8989,5102
2210039B01Rik,160,105,129,189,188,52
Prkch,260,198,181,214,259,98
Hif1a,5202,3308,4557,5062,5627,1608
Snapc1,620,410,477,523,589,167
Syt16,6,6,7,5,0,6
1700086L19Rik,5,2,3,9,5,4
Dbpht2,3,4,2,5,7,1
Kcnh5,1,0,0,0,1,0
Rhoj,555,574,454,366,514,222
Gphb5,0,1,0,0,3,0
Ppp2r5e,2340,1618,1968,2137,2354,878
Wdr89,43,25,38,23,22,16
Rplp2-ps1,0,0,0,0,0,0
Sgpp1,1348,1092,1276,1117,1285,599
Syne2,3672,2260,2806,3307,3604,1477
Mir5101,0,0,0,0,0,0
Esr2,38,22,22,32,55,8
Tex21,0,0,0,0,0,0
Mthfd1,2319,1695,1881,1662,1917,1042
Akap5,26,12,14,15,18,0
Zbtb25,99,71,84,92,107,36
Zbtb1,521,340,408,483,505,139
4930426I24Rik,10,7,5,15,7,2
Hspa2,242,150,212,174,274,117
Ppp1r36,1,0,1,0,2,2
Gm10451,46,22,33,46,26,12
Mir5135,0,0,0,0,3,1
Plekhg3,2335,1675,1829,2031,2239,1196
AI463170,25,11,7,18,13,6
Sptb,98,77,103,99,137,57
Churc1,679,459,559,589,585,603
Gpx2,13224,9333,10414,8657,8235,6486
Rab15,3775,2021,2904,2832,2771,2544
Fntb,787,502,646,602,711,487
Max,4203,2725,3604,4474,4797,2263
Fut8,4075,2260,3019,3455,3656,1263
Gm6657,0,0,2,0,1,0
Gphn,836,548,632,701,667,375
Fam71d,0,0,1,0,0,0
Mpp5,1756,1183,1468,1808,1921,573
Atp6v1d,1249,759,1053,987,1003,534
Eif2s1,1949,1196,1606,1366,1369,709
Plek2,1175,663,859,907,1229,623
Tmem229b,341,234,421,331,410,332
Plekhh1,3281,1914,2168,3127,3389,1674
Pigh,232,124,191,184,218,88
9230116L04Rik,73,53,56,70,69,37
Arg2,129,57,112,73,197,59
Vti1b,1698,1224,1397,1345,1435,1421
Rdh11,1079,738,808,849,789,255
Rdh12,18,14,10,15,21,10
Zfyve26,1100,620,821,1084,980,456
Rad51b,79,45,56,48,73,37
9430078K24Rik,3,7,0,2,0,1
Zfp36l1,3176,2242,2354,2349,3212,1291
2310015A10Rik,337,229,274,312,439,119
Actn1,7474,4945,6014,6654,7581,3766
Dcaf5,1646,1091,1357,1525,1419,879
Mir1843a,0,0,0,0,0,0
Scarna3b,0,0,0,0,0,0
Exd2,749,489,629,615,740,316
2310002D06Rik,0,0,0,0,0,0
Galnt16,112,69,81,83,115,87
Erh,2277,1454,1860,1690,1587,1184
Slc39a9,5417,3810,4427,4832,4913,2927
Plekhd1os,35,23,11,13,21,13
Plekhd1,189,115,136,216,240,103
Ccdc177,55,26,26,41,32,20
Susd6,4531,2994,3517,4251,4662,2747
1700052I22Rik,0,0,0,0,0,0
Gm20337,8,16,11,14,26,9
Srsf5,7915,5041,6519,6734,7940,2083
Slc10a1,7,6,7,9,1,1
Smoc1,147,141,97,161,188,122
Mir3067,0,0,0,0,0,0
Slc8a3,47,27,52,63,66,23
Gm3693,0,0,0,0,0,0
Cox16,223,128,173,167,189,191
Gm20498,0,1,0,0,0,1
Gm4787,30,9,14,31,37,3
Adam4,20,37,27,23,26,7
Synj2bp,1827,1126,1320,1469,1644,412
Adam21,3,1,5,2,2,1
Med6,346,248,273,300,278,199
Ttc9,56,67,42,43,75,32
Map3k9,1036,661,806,862,936,703
Pcnx,1935,1372,1619,1991,2013,935
Sipa1l1,5458,3458,4474,4439,5027,2176
Gm31064,0,0,0,0,0,0
Rgs6,65,29,44,27,41,29
1700085C21Rik,0,0,0,0,0,0
Dpf3,70,45,95,66,63,30
Dcaf4,409,237,309,314,343,207
Zfyve1,1606,937,1140,1632,1783,1226
Rbm25,2939,2162,2726,2905,2966,783
Psen1,6932,4440,5787,6034,6544,3963
Papln,167,122,159,331,334,183
Numb,2269,1574,1903,2309,2242,785
Heatr4,12,1,5,0,3,0
Riox1,599,462,595,461,521,463
Acot2,142,121,124,157,220,69
Acot1,237,142,175,175,193,154
Acot4,310,216,303,367,372,272
Acot3,0,0,0,0,0,0
Acot5,2,2,1,1,5,2
Acot6,73,54,34,43,72,25
Dnal1,127,103,96,115,142,41
Pnma1,20,24,23,17,21,5
Mideas,3914,2287,3608,3700,3415,1928
Ptgr2,1696,1164,1235,1438,1689,538
Zfp410,874,551,733,750,731,320
Fam161b,80,54,76,63,102,22
Coq6,614,494,597,571,575,509
Entpd5,5217,3907,4247,5273,6754,3174
Bbof1,18,23,7,24,30,4
Rnf113a2,309,205,260,229,263,158
Aldh6a1,741,671,647,700,906,282
Lin52,202,135,194,183,197,54
Vsx2,0,0,0,0,0,0
Abcd4,602,353,511,525,621,360
Vrtn,0,0,0,0,0,0
Syndig1l,12,6,18,16,22,28
Npc2,4682,3471,3702,3688,4798,3263
Isca2,572,379,418,463,540,330
Ltbp2,67,240,55,82,57,36
D030025P21Rik,1,1,0,0,0,1
Arel1,2736,1698,2391,2533,2295,1175
Fcf1,660,419,561,497,511,455
Ylpm1,1706,1135,1410,1473,1568,498
Prox2,101,75,78,89,107,39
Dlst,6910,4626,5935,5334,5384,4206
Rps6kl1,103,52,74,56,75,42
Pgf,26,24,25,22,33,25
Eif2b2,1234,771,983,956,939,1000
Mlh3,353,220,288,271,347,48
Mir6938,1,1,0,1,0,0
Acyp1,146,74,110,106,143,110
Zc2hc1c,37,23,40,35,41,17
Nek9,3679,2452,2862,2961,3335,1412
Tmed10,8287,5314,7016,6606,6675,4721
Fos,3738,1779,3244,2689,3307,1995
Jdp2,158,150,144,124,202,144
Batf,25,32,24,11,15,21
Flvcr2,15,21,14,12,15,7
Gm40478,0,0,0,0,0,0
Erg28,1543,1011,1394,1325,1247,707
Ttll5,521,323,366,403,381,166
Tgfb3,278,268,215,187,232,148
Ift43,451,320,359,383,444,336
Gm805,0,0,0,0,2,1
Gpatch2l,760,487,614,679,746,371
Esrrb,10,2,3,7,7,4
Vash1,166,170,96,199,235,140
Angel1,318,252,263,342,343,275
Gm32755,0,0,0,0,0,0
Lrrc74a,0,0,0,0,0,0
Irf2bpl,2378,1475,1869,1861,2856,1452
Gm26698,6,5,1,12,2,7
Cipc,2679,1671,2152,3213,4414,1709
Zdhhc22,3,6,3,3,5,7
Tmem63c,28,13,24,20,43,11
Ngb,62,37,45,23,57,37
Pomt2,576,359,409,412,522,368
Gstz1,664,629,576,642,628,375
Gm6566,21,9,12,33,13,5
Tmed8,296,264,302,262,331,119
Samd15,2,0,2,3,3,2
Noxred1,4,3,3,6,8,1
Vipas39,1447,937,1095,1158,1207,590
Ahsa1,2558,1683,1939,1366,1656,1140
Ism2,8,7,5,4,7,7
Sptlc2,7197,5232,6382,6432,6504,2703
Alkbh1,316,267,319,268,350,78
Mir3068,4,4,0,2,2,0
Nrp,22,7,7,2,5,9
Slirp,498,395,459,369,320,332
Snw1,1770,1239,1560,1561,1724,932
Gm8300,0,0,0,0,0,0
Oog1,0,0,0,0,0,0
BB287469,0,0,0,0,0,0
Gm4027,0,0,0,0,0,0
Gm16381,0,0,0,0,0,0
Gm21319,0,0,0,0,0,0
Gm1995,0,1,0,1,0,0
Gm2016,3,0,0,1,0,0
Gm2022,0,0,0,0,0,0
Gm2042,0,0,0,0,0,0
Gm6803,0,0,0,0,0,0
Gm46993,0,0,0,0,0,0
Pramel51,0,0,0,0,0,0
Gm5662,0,0,0,0,0,0
Gm7104,0,0,0,0,0,0
Gm5039,0,1,1,0,0,0
Adck1,313,222,210,249,277,225
3200001D21Rik,0,0,1,1,0,1
4930473H19Rik,0,1,0,0,4,1
Nrxn3,6,2,6,5,7,0
Dio2,16,11,9,8,20,2
Cep128,330,216,241,204,198,47
5430427M07Rik,59,6,20,43,60,26
Tshr,2,59,9,1,2,1
Gtf2a1,973,582,763,833,906,254
Ston2,1546,800,1004,1386,1519,558
Sel1l,4066,3137,3255,3699,3672,1492
4930559C10Rik,0,0,0,0,0,0
Mir8099-1,0,0,0,0,0,0
Mir8099-2,0,0,0,0,0,0
Flrt2,143,307,89,95,88,20
1700019M22Rik,0,0,0,0,0,0
Gm47415,0,0,0,0,0,0
Galc,274,233,217,273,340,96
Gpr65,89,58,67,65,81,30
Kcnk10,23,32,31,67,28,19
Gm40893,0,0,0,0,0,0
Spata7,185,82,124,129,116,46
Ptpn21,733,475,624,601,787,306
Zc3h14,1529,1027,1236,1247,1341,433
Eml5,104,67,83,70,127,19
Ttc8,53,55,52,72,71,33
4930474N09Rik,0,0,2,2,2,0
Foxn3,520,273,362,543,633,164
3300002A11Rik,4,4,0,4,2,3
Gm26839,0,2,0,0,0,0
1700064M15Rik,0,0,0,2,0,0
Gm19951,1,7,4,8,11,1
Efcab11,56,43,29,45,43,27
Tdp1,224,213,219,236,173,106
Kcnk13,31,62,15,14,24,10
Psmc1,2955,2052,2581,2281,2410,1449
Nrde2,647,365,541,612,625,442
Gm10433,37,31,18,19,18,11
Calm1,34697,23079,30342,30340,28056,12859
Gm10432,12,2,8,16,19,4
Ttc7b,222,206,152,182,230,136
Rps6ka5,115,66,67,85,130,42
Dglucy,646,546,438,604,615,350
Gpr68,56,73,55,48,78,25
Ccdc88c,3310,2032,2333,2712,3017,1403
Gm36756,3,2,3,6,6,1
Mir1190,0,0,0,1,0,1
Ppp4r3a,2147,1496,1836,2007,1963,700
D130020L05Rik,39,25,16,23,46,17
Kif4-ps,0,0,0,0,0,0
Catsperb,13,2,7,6,18,1
Tc2n,873,536,652,887,772,203
Fbln5,386,311,349,336,564,259
Trip11,1041,625,694,1047,878,229
Gm20036,16,11,15,19,26,7
Atxn3,972,587,686,951,1065,283
Ndufb1,776,550,654,648,589,732
Cpsf2,1864,1114,1519,1404,1369,376
Slc24a4,1,0,4,0,2,3
Rin3,299,336,216,200,291,225
Lgmn,2889,3170,2676,2752,3557,2187
Golga5,1659,1088,1449,1569,1502,570
Chga,1413,1248,1160,1310,1597,1263
Itpk1,7689,5374,7024,6726,7388,6912
Mir1936,0,1,8,5,1,2
Moap1,4,2,1,1,3,5
Gm20604,6,4,3,3,3,1
Tmem251,342,223,380,282,289,138
Gon7,109,80,97,75,93,46
Ubr7,1086,709,864,884,861,500
Btbd7,2560,1570,2001,2565,2461,721
Cox8c,0,0,0,0,0,0
Unc79,64,48,26,62,55,12
Prima1,44,20,13,13,27,28
Gm29508,0,0,0,0,1,0
Fam181a,0,0,0,0,0,0
Asb2,784,432,632,494,701,583
Gm15523,12,6,13,7,6,1
Otub2,87,71,57,52,67,41
Ddx24,2337,1764,2113,1882,1959,897
Ifi27l2a,435,774,451,360,465,547
Ifi27,1072,1149,898,939,1055,493
Ifi27l2b,5145,4240,4248,4837,4231,2355
Ppp4r4,44,14,41,28,23,6
Serpina10,188,78,204,76,87,78
Serpina6,0,0,0,0,0,0
Serpina16,0,0,0,0,0,0
Serpina1f,0,0,0,0,0,0
Serpina1b,13,4,11,19,17,6
Serpina1d,0,0,1,3,0,0
Serpina1a,0,1,0,0,0,0
Serpina1c,1,5,0,1,0,0
Serpina1e,0,0,5,2,2,2
Serpina11,0,0,0,4,0,1
Serpina9,25,13,8,18,30,13
Serpina12,0,0,0,0,1,0
Serpina4-ps1,0,0,0,0,0,0
Serpina5,0,3,0,0,0,0
Serpina3a,0,0,0,0,0,0
Serpina3b,0,0,0,0,0,0
Serpina3c,9,60,5,9,2,13
Serpina3f,215,49,258,102,113,76
Serpina3g,613,205,708,490,419,330
Serpina3h,9,9,8,21,11,1
Serpina3i,5,17,8,7,4,5
Gm51267,0,0,0,0,0,0
Serpina3j,0,0,2,0,0,0
Serpina3k,0,0,0,0,0,1
Serpina3m,20,4,10,4,9,5
Serpina3n,1776,1444,1770,966,1268,710
Gsc,0,1,0,0,0,0
Dicer1,2399,1408,1749,1935,1906,651
Clmn,10732,5364,7203,10615,11094,5191
Syne3,503,277,312,448,452,243
Gm31742,0,4,5,4,3,8
Snhg10,13,13,11,13,17,7
Mir3069,0,0,0,0,0,0
Scarna13,8,4,2,5,7,1
Glrx5,2042,1451,1759,1511,1764,1642
Tcl1b2,0,0,0,0,0,0
Tcl1b1,0,0,0,0,0,0
Tcl1b5,0,0,0,0,0,0
Tcl1b3,0,0,0,0,0,0
Tcl1b4,0,0,0,0,0,0
Tcl1,0,0,0,0,0,0
Tunar,0,0,2,1,0,3
Gm2721,0,1,0,0,1,0
D430019H16Rik,76,30,30,37,45,27
AU015791,16,11,23,21,13,4
Bdkrb2,230,135,225,185,280,176
Bdkrb1,44,23,23,28,35,16
Atg2b,1425,948,1082,1261,1231,553
Gskip,647,427,505,539,519,248
Ak7,17,13,26,22,37,13
Papola,6368,4076,4962,5097,5217,1351
Gm19554,1,0,0,0,2,1
Vrk1,707,474,584,602,485,243
Gm32635,1,1,1,1,0,0
1700121N20Rik,0,0,0,0,0,0
4933406K04Rik,0,0,0,0,0,0
Gm16087,0,0,0,0,0,0
4930465M20Rik,0,0,0,0,0,0
Bcl11b,748,517,602,767,808,472
Setd3,4347,2663,3807,3531,3663,2212
Ccnk,1210,859,1020,1072,1111,749
Ccdc85c,4427,3125,3707,3165,3630,3057
Hhipl1,51,45,47,71,114,63
Cyp46a1,12,6,9,11,12,13
Eml1,1233,767,878,810,1255,464
Gm16596,10,3,6,6,13,2
Evl,337,260,288,252,287,205
Mir342,6,1,4,3,4,0
Degs2,4889,3207,3904,4182,4527,4451
Yy1,4434,2805,3431,3676,3763,2042
Slc25a29,141,126,124,118,143,151
Mir345,1,4,2,1,1,3
Slc25a47,94,79,72,81,87,66
Wars,13857,5597,15268,10743,8097,8751
Wdr25,146,115,117,132,127,107
Begain,68,54,54,38,64,43
Dlk1,145,18,65,69,34,39
Meg3,1664,1474,1253,1136,1615,576
Mir1906-1,0,0,0,0,0,0
Mir1906-2,0,0,0,0,0,0
Mir770,0,0,0,0,0,0
Mir673,0,0,0,0,0,0
Mir493,0,0,0,0,0,0
Mir337,0,0,0,0,0,0
Mir3544,0,0,0,0,0,0
Mir540,0,0,0,0,0,0
Mir665,0,0,0,1,2,0
Mir3070a,1,0,0,0,0,0
Mir3070b,0,1,0,0,0,0
Rtl1,2,7,7,3,1,2
Mir431,0,0,0,0,0,0
6430411K18Rik,0,0,0,0,0,0
Mir433,0,0,0,0,0,0
Mir127,0,0,0,0,0,0
Mir434,0,0,0,0,0,0
Mir432,0,0,0,0,0,0
Mir3071,0,0,0,0,0,0
Mir136,0,0,0,0,0,0
Rian,511,419,340,347,485,69
Mir341,0,0,0,0,0,0
Mir1188,0,2,0,0,0,0
Mir370,0,1,0,0,0,0
AF357425,0,0,0,0,1,0
AF357426,0,1,0,0,0,0
DQ267100,1,3,0,0,1,0
AF357359,21,26,17,21,24,5
DQ267101,0,0,0,0,0,0
AF357355,0,0,0,0,0,0
DQ267102,1,1,1,0,0,0
Mir882,0,0,0,0,0,0
Mir379,0,0,0,0,0,0
Mir411,0,0,0,0,0,0
Mir299a,0,0,0,0,0,0
Mir299b,0,0,0,0,0,0
Mir380,0,0,0,0,0,1
Mir1197,0,0,0,0,0,0
Mir323,1,0,0,1,0,0
Mir758,1,1,0,1,0,0
Mir329,0,0,0,0,0,0
Mir494,0,0,0,0,0,0
Mir679,0,0,0,0,0,0
Mir1193,0,0,0,0,0,0
Mir666,5,0,0,0,0,0
Mir543,0,0,0,0,0,0
Mir495,0,0,0,0,0,0
Mir667,0,0,0,0,0,0
Mir376c,0,0,0,0,0,0
Mir654,0,0,0,0,0,0
Mir376b,0,0,0,0,0,0
Mir376a,0,0,0,0,0,0
Mir300,0,0,0,0,0,0
Mir381,0,0,0,0,0,0
Mir487b,0,0,0,0,0,0
Mir539,0,3,0,0,0,0
Mir544,0,0,0,0,0,0
Mir382,0,0,0,0,1,0
Mir134,0,0,0,0,3,0
Mir668,0,0,0,0,0,0
Mir485,0,0,0,0,0,0
Mirg,26,13,14,13,14,9
Mir453,0,0,0,1,0,2
Mir154,0,0,0,0,0,0
Mir496a,0,0,0,0,0,0
Mir377,0,0,1,0,1,0
Mir541,1,0,0,0,0,0
Mir409,0,0,0,1,0,0
Mir412,0,0,0,3,0,0
Mir369,0,0,0,0,0,0
Mir410,0,0,0,0,0,0
Mir3072,0,1,0,0,2,2
3110009F21Rik,0,0,0,0,0,0
Dio3os,2,10,3,10,23,6
Mir1247,0,0,2,0,0,0
Dio3,1,12,2,4,1,2
Ppp2r5c,3552,2504,2978,3350,3607,1679
Gm19605,154,72,91,113,92,26
B930059L03Rik,10,9,11,7,17,9
Dync1h1,13840,8216,10979,12621,12346,7482
1700001K19Rik,16,14,15,8,19,10
Hsp90aa1,9155,6384,6711,4597,4921,1875
Wdr20,902,533,666,724,675,344
Mok,19,9,12,20,25,8
4921507G05Rik,1,3,2,7,4,1
Zfp839,496,322,401,439,462,158
Cinp,515,335,411,391,374,259
Tecpr2,733,440,555,597,630,244
Ankrd9,966,561,724,706,863,898
6030440G07Rik,1,1,2,1,4,1
Rcor1,4040,2662,3120,3413,3688,1693
4930595D18Rik,7,2,2,1,0,2
Traf3,1588,1056,1212,1269,1282,680
Amn,231,200,237,212,389,366
Cdc42bpb,7350,5072,6073,6689,7094,4598
Lbhd2,2,1,2,0,0,0
Exoc3l4,197,113,143,143,150,147
Tnfaip2,1098,1061,1187,693,702,734
Gm266,4,2,3,3,8,5
Eif5,6700,4489,5246,5912,6199,2153
Snora28,54,28,41,52,69,7
2810029C07Rik,6,8,4,13,11,5
Mark3,2266,1516,1784,1824,2014,1215
Ckb,4933,2716,3811,2976,3677,3922
Trmt61a,399,303,391,230,293,247
Bag5,519,396,516,470,481,187
Coa8,398,283,406,366,399,226
Klc1,3037,1987,2460,2472,2694,1720
Xrcc3,980,570,771,835,842,460
Zfyve21,642,511,530,615,861,536
Ppp1r13b,1961,1512,1620,1834,2017,1281
5033406O09Rik,302,177,179,226,257,141
Atp5mpl,2888,1923,2478,2456,2477,2701
Tdrd9,3,0,3,0,5,0
Rd3l,1,0,2,0,0,2
Aspg,1837,1245,1434,1292,2044,1538
Mir3073a,0,0,0,0,0,0
Mir3073b,0,0,0,0,0,0
Mir203,0,0,0,0,0,0
Gm51289,0,0,0,0,0,0
Kif26a,432,216,303,278,315,218
E330035G20Rik,0,0,0,0,0,0
A730018C14Rik,0,0,0,0,0,0
B020018J22Rik,0,0,0,0,0,0
A530016L24Rik,1,49,2,4,0,2
Tmem179,53,81,36,30,58,61
Inf2,3386,1851,3996,2283,2329,2411
Adssl1,77,131,51,29,51,29
Siva1,328,248,325,252,252,253
Akt1,8405,5609,7041,6655,7079,7193
Mir6939,0,0,4,2,0,0
Zbtb42,988,607,859,838,1062,857
Cep170b,7531,5087,6556,6452,7542,5380
Mir6940,0,0,0,2,0,0
Pld4,563,489,521,308,421,394
Ahnak2,436,336,321,433,531,258
Clba1,77,52,68,83,73,73
Cdca4,1022,598,876,693,695,553
Gpr132,98,100,88,57,59,32
Jag2,250,207,198,203,255,207
Mir6941,0,0,0,0,0,2
Nudt14,725,522,601,630,656,741
Brf1,1412,952,1261,1335,1574,773
Btbd6,540,435,470,556,748,534
Pacs2,1765,1240,1499,1559,1891,1043
Tex22,2,3,1,3,2,1
Mta1,1175,862,1038,1162,1373,943
F930026P19Rik,1,1,0,0,1,0
Crip2,636,576,552,420,650,520
Crip1,9625,6416,7313,7334,7896,6117
Tedc1,1149,619,939,783,759,536
Tmem121,7,16,2,7,13,15
Adam6b,0,0,0,0,0,0
Adam6a,0,0,0,0,0,0
Mir7094-1,0,0,0,0,0,0
Mir7094-2,0,0,0,0,0,0
Gm30948,0,3,0,0,0,0
Mir6388,0,0,0,0,0,0
Zfp386,622,365,511,528,473,312
Vipr2,217,184,213,242,239,63
Wdr60,249,160,174,203,189,65
